email,master_customer_id,first_name,last_name,full_name_standardized,phone_standardized,crm_city,signup_date,total_spend,last_order_date,num_orders,total_time_spent_seconds,num_sessions,is_vip,days_since_last_order,segment
shannon.vincent12@gmail.com,2f5be065-9c50-409c-9e7c-cb7d025558b5,,,,,,,524.82,2025-01-29,1.0,0.0,0.0,True,108.0,0
tyler07@example.com,03eb9708-4b78-47d5-830a-446e31307450,Richard,Turner,Richard Turner,+12277684076,Long Beach,2024-04-08,24.82,2025-03-05,1.0,0.0,0.0,False,73.0,0
kristy.sellers@gmail.com,0f0c99ec-7b26-4626-b455-125a38e1fe1b,Kristy,Sellers,Kristy Sellers,+12244375358,Mesa,2023-02-15,722.23,2024-08-23,2.0,669.0,3.0,True,267.0,1
kcombs@gmail.com,611acc25-1f93-4ba2-acb8-a3463358420a,Kristine,Combs,Kristine Combs,,Charlotte,2024-07-31,1248.24,2025-04-14,3.0,0.0,0.0,True,33.0,1
laura@green-crawford.net,030156c3-bf72-4e5a-9ad4-9424550bd7b0,Laura,Livingston,Laura Livingston,,Minneapolis,2025-03-11,2413.26,2023-11-22,1.0,0.0,0.0,True,542.0,1
laura.maldonado@gmail.com,6024ec20-476f-4cf7-ab3f-46d79fcc5e87,Laura,Maldonado,Laura Maldonado,,Denver,2025-04-10,0.0,,0.0,0.0,0.0,False,,0
mr..anderson@yahoo.com,a0fa6fdb-a531-4adf-a45f-d3a90e8ce855,Alexander,Anderson,Mr. Alexander Anderson,+15219273122,Atlanta,2024-11-09,0.0,,0.0,0.0,0.0,False,,0
murraylauren@example.net,aa2a3f42-a5cc-41a1-9428-9eccc880f8fd,Gina,Pennington,Gina Pennington,,Oakland,2024-02-06,0.0,,0.0,0.0,0.0,False,,0
diana_saunders@hotmail.com,3fb22104-d401-4fc8-9afd-76c15906df15,Diana,Saunders,Diana Saunders,+12087906818,Charlotte,2022-06-29,608.0600000000001,2023-09-22,3.0,0.0,0.0,True,603.0,1
kaitlynsimmons@example.net,5967d68d-f45a-4bd8-b0dd-e8ce6932026a,Brian,Garcia,Brian Garcia,,Albu,2023-05-08,0.0,,0.0,0.0,0.0,False,,0
lori.howard@gmail.com,35e2c638-48df-4d1f-831b-9b8281d6b9d2,Lori,Howard,Lori Howard,+17857882283,San Jose,2022-10-05,30.24,2024-10-09,1.0,0.0,0.0,False,220.0,0
acox@gmail.com,f5fdf3f8-45bd-4fb2-be9d-5947aef0d2a2,Amanda,Cox,Amanda Cox,,Long Beach,2023-02-13,352.70000000000005,2024-08-21,2.0,971.0,2.0,True,269.0,1
robert.holt@hotmail.com,162c8727-bdb7-4b23-a249-5c13eb0eeaed,Robert,Holt,Robert Holt,+13637052869,Memphis,2024-04-06,303.76,2025-02-01,2.0,0.0,0.0,True,105.0,1
sbruce@hotmail.com,2c0a8713-0bbd-4e55-a95f-68c428995792,Shannon,Bruce,Shannon Bruce,,Fresno,2024-08-29,147.64,2025-01-29,1.0,0.0,0.0,True,108.0,0
jennifer_wright25@hotmail.com,d45e29bd-9db3-4ecd-8536-5d4715e49eae,Jennifer,Wright,Jennifer Wright,,Denver,2025-04-17,1664.42,2024-12-10,1.0,0.0,0.0,True,158.0,1
jessica.phillips77@yahoo.com,ffa3a62b-ddeb-410c-a65e-ae9abf8ced8e,,,,,,,379.77,2024-11-08,1.0,0.0,0.0,True,190.0,0
jeremy.meza@yahoo.com,ca01884c-b860-4057-afce-67453d35bf34,Jeremy,Meza,Jeremy Meza,,Denver,2022-12-24,0.0,,0.0,510.0,1.0,False,,0
sarah@jones.com,52f39960-2206-4825-8c90-80bb79275cb0,Sarah,Lester,Sarah Lester,,Atlanta,2024-12-17,0.0,,0.0,0.0,0.0,False,,0
tiffany_perkins@hotmail.com,8f58de05-5d48-420c-96c9-77ef0ba70b4d,Tiffany,Perkins,Tiffany Perkins,,Austin,2022-10-30,155.67,2024-06-15,1.0,0.0,0.0,True,336.0,0
michael@ward.org,ffdb88aa-2a29-48fc-94f4-0f4f07a56f2f,Michael,Ingram,Michael Ingram,,Leestad,2025-03-18,0.0,,0.0,894.0,1.0,False,,2
david.duke@gmail.com,1735eb07-a44b-443c-bb8e-fa2ffd59b1c4,David,Duke,David Duke,+14479657450,Seattle,2022-09-04,204.26,2023-06-11,1.0,0.0,0.0,True,706.0,0
pwells@gmail.com,ec841d28-118b-44e3-b033-80d3266c7eeb,Priscilla,Wells,Priscilla Wells,,MT,2024-06-24,367.49,2025-05-10,1.0,0.0,0.0,True,7.0,0
cookkimberly@example.com,152b3b39-5811-410e-a4c8-dbd5b62e3d3b,John,Irwin,John Irwin,,,2023-11-19,0.0,,0.0,1913.0,5.0,False,,2
shawn@davis-lewis.com,592daed6-094a-4e53-9a9c-45e34b0c0edd,Shawn,Baxter,Shawn Baxter,+15612693191,Sacramento,2022-11-28,226.35,2025-04-08,2.0,0.0,0.0,True,39.0,1
slopez@yahoo.com,2001c1b8-7511-4f62-8362-321c8eb620f1,Scott,Lopez,Scott Lopez,+14068024502,Mesa,2023-04-08,50.48,2024-09-05,1.0,0.0,0.0,False,254.0,0
abigail.luna72@gmail.com,633c0d1f-44a0-499b-b301-55fba67b3122,,,,,,,328.05,2024-04-28,1.0,0.0,0.0,True,384.0,0
rebekah.myers@gmail.com,7173129f-13d1-4b1c-8d28-6d60624e91a7,Rebekah,Myers,Rebekah Myers,,Houston,2022-12-10,582.89,2024-10-10,2.0,0.0,0.0,True,219.0,1
chad01@example.org,414bed92-f88f-492b-aefd-9dbe0256975e,Tracy,Friedman,Tracy Friedman,+16568052374,Fresno,2022-09-14,0.0,,0.0,0.0,0.0,False,,0
david@chandler.info,a4067abd-6c3a-4b10-9d3c-203a05d68c3e,David,Smith,David Smith,+13695142373,Chicago,2023-08-21,0.0,,0.0,229.0,1.0,False,,0
melissa.mccoy2@gmail.com,fd3304df-7fe8-410e-8125-005c06d27021,,,,,,,134.39,2023-07-13,1.0,631.0,1.0,True,674.0,0
copelandpeter@example.net,ec05e54c-f1b8-4c37-a3f4-f4a627416716,Morgan,Jackson,Morgan Jackson,+14317742468,Detroit,2022-06-17,0.0,,0.0,0.0,0.0,False,,0
stephanie@zavala.com,8dcad4cd-7da9-49ef-ab8c-78d2e568df53,Stephanie,Mcbride,Stephanie Mcbride,,Charlotte,2024-07-03,0.0,,0.0,0.0,0.0,False,,0
lisa.phillips59@yahoo.com,122918c8-e4fc-4f3e-98a6-1eeee11c58a8,,,,,,,135.83,2024-10-12,1.0,0.0,0.0,True,217.0,0
michael.stewart58@hotmail.com,39c6a799-d367-4208-9955-3afb800ba416,,,,,,,0.0,,0.0,1362.0,3.0,False,,2
davidsonsherry@example.com,92a61e13-94a8-4e70-bc5b-8348f45b90a6,Tracey,Perry,Tracey Perry,,Tulsa,2024-05-11,286.96,2024-08-29,1.0,0.0,0.0,True,261.0,0
tmartinez@gmail.com,ba61ffa9-68ad-4d32-bd99-8fbb1d3e79a8,Timothy,Martinez,Timothy Martinez,+18796024461,Sacramento,2022-07-12,206.22,2024-02-26,1.0,0.0,0.0,True,446.0,0
melinda.may71@hotmail.com,9337b071-99af-497c-9d6d-470299c02972,,,,,,,1376.31,2024-12-13,1.0,0.0,0.0,True,155.0,1
eric.fleming34@hotmail.com,85e338d5-72b6-4ba5-b01c-628adbfa2423,,,,,,,219.63,2024-09-09,1.0,0.0,0.0,True,250.0,0
christopher.myers@gmail.com,6540239f-4dbf-4b6b-b5da-d3c02f2a4109,Christopher,Myers,Christopher Myers,+13689768800,Fresno,2024-01-09,762.3800000000001,2024-12-02,2.0,0.0,0.0,True,166.0,1
steven.shaw@hotmail.com,027aca87-7480-4269-93b9-33b209262ea5,Steven,Shaw,Steven Shaw,+18766387038,Boston,2023-03-07,1086.69,2024-04-22,1.0,1529.0,4.0,True,390.0,2
paige.perez@yahoo.com,b0fd0483-bc1c-4c61-8fe1-1f4b09550615,Paige,Perez,Paige Perez,,Albuquerque,2024-04-06,756.01,2023-09-19,1.0,0.0,0.0,True,606.0,1
ashley.savage@gmail.com,a7443a33-72c5-4a01-a4e1-db7f9fc8c4b4,Ashley,Savage,Ashley Savage,,Arlington,2024-06-26,327.56,2023-06-18,1.0,0.0,0.0,True,699.0,0
mitchell.cole71@gmail.com,012dc441-cadd-48eb-b0e0-08749505d5c3,,,,,,,221.32,2023-09-14,1.0,0.0,0.0,True,611.0,0
lauren@long.com,dd60d151-244a-4b30-a184-b721937638de,Lauren,Murillo,Lauren Murillo,+18457512447,Tulsa,2022-07-13,346.47,2023-08-16,1.0,0.0,0.0,True,640.0,0
williamsjennifer@example.org,09830b4b-4694-492c-a336-d98ccc149bdc,Jasmine,James,Jasmine James,+14012898525,Mesa,2024-09-04,0.0,,0.0,914.0,2.0,False,,2
heather.lowe2@yahoo.com,d3bf06a3-a2fa-40f7-9cac-edf732fd4509,,,,,,,91.24,2025-02-19,1.0,0.0,0.0,False,87.0,0
ruth.tran@yahoo.com,d0e8671a-23e6-4f4a-a2bd-71c4c4d04ce1,Ruth,Tran,Ruth Tran,+16186928447,Tampa,2022-12-01,82.21,2023-11-04,1.0,0.0,0.0,False,560.0,0
benjamin.taylor73@gmail.com,be306e93-be03-41fd-bc17-695b80c4e5b2,,,,,,,270.95,2024-07-22,1.0,0.0,0.0,True,299.0,0
robert.ramirez@hotmail.com,eaa2520d-fbfe-4b83-a71e-17a309348ee1,Robert,Ramirez,Robert Ramirez,+12709446136,Fort Worth,2022-07-05,17.5,2025-04-11,1.0,0.0,0.0,False,36.0,0
tsmith@gmail.com,70590bca-2574-4426-8fe5-a3e314396a1b,Tracy,Smith,Tracy Smith,+13414025862,San Jose,2023-01-01,774.96,2024-06-15,3.0,0.0,0.0,True,336.0,1
bkemp@yahoo.com,40a8d990-2249-49fe-bf47-7bc6f6e4fd89,Brandon,Kemp,Brandon Kemp,+17302726210,Atlanta,2024-10-15,0.0,,0.0,0.0,0.0,False,,0
sharon.dvm80@yahoo.com,4170c62a-34e8-4531-8855-096fa36cb3c5,,,,,,,437.06,2023-09-03,1.0,0.0,0.0,True,622.0,0
wendy.reed@yahoo.com,0ab4168b-ec64-44ce-a06a-79d5e4b29ca0,Wendy,Reed,Wendy Reed,,Indianapolis,2023-04-17,22.76,2025-04-20,1.0,0.0,0.0,False,27.0,0
holly06@example.net,3bb3151d-9d93-4f13-aa72-f1afc2a394a1,Brooke,Sandoval,Brooke Sandoval,,Virginia Beach,2022-08-30,0.0,,0.0,0.0,0.0,False,,0
jackson.clarke59@yahoo.com,a51a27b8-a47b-4fce-a4d4-2c53b15f3498,,,,,,,0.0,,0.0,1080.0,3.0,False,,2
michaela.cox@gmail.com,ccf8095f-8e91-48e2-8fff-96b64d531a8d,Michaela,Cox,Michaela Cox,+13544349070,Houston,2022-10-18,0.0,,0.0,0.0,0.0,False,,0
logan_sawyer3@gmail.com,bcbc4da9-5425-4020-828d-66d87ebb6fe7,Logan,Sawyer,Logan Sawyer,+14502971290,Denver,2022-06-02,0.0,,0.0,294.0,2.0,False,,0
logan_sawyer3@gmail.com,bcbc4da9-5425-4020-828d-66d87ebb6fe7,Michellh,Day,Michellh Day,+13149557303,Baltimore,2023-08-07,0.0,,0.0,294.0,2.0,False,,0
matthew.sanders@gmail.com,326723d9-36c9-4c24-91fa-7b0eb46e0b79,Matthew,Sanders,Matthew Sanders,+19085622973,Atlanta,2022-08-28,0.0,,0.0,0.0,0.0,False,,0
madison.harris@yahoo.com,75c29de1-8473-43c8-89e7-788712248361,Madison,Harris,Madison Harris,+18216297522,Charlotte,2023-01-20,445.4,2025-04-08,2.0,0.0,0.0,True,39.0,1
anthony_king37@gmail.com,83196bc6-c8ce-4b1c-afa7-2f3703b4b1cc,Anthony,King,Anthony King,,Chicago,2023-11-10,94.04,2024-11-09,1.0,0.0,0.0,False,189.0,0
anthony_king37@gmail.com,83196bc6-c8ce-4b1c-afa7-2f3703b4b1cc,Meghan,Hernandez,Meghan Hernandez,,Kansas City,2025-01-20,94.04,2024-11-09,1.0,0.0,0.0,False,189.0,0
thomas42@example.com,6ac45098-25f4-4e70-ab15-bb653e39b2dc,Lisa,Mills,Lisa Mills,,Sacramento,2023-02-03,80.16,2024-08-31,2.0,0.0,0.0,False,259.0,0
ryan.garcia@yahoo.com,5374c2a4-742b-4b03-be15-9c6b2193ef0d,Ryan,Garcia,Ryan Garcia,+15403218516,Philadelphia,2023-04-19,0.0,,0.0,0.0,0.0,False,,0
sarah.briggs72@hotmail.com,8e23017c-ab6d-4a46-b376-530cbf043716,,,,,,,139.1,2024-10-22,1.0,1390.0,7.0,True,207.0,2
probinson@yahoo.com,414d81bf-8489-4dec-a331-928bc6584257,Patricia,Robinson,Patricia Robinson,+18645486764,Arlington,2025-05-14,0.0,,0.0,0.0,0.0,False,,0
john_wright2@hotmail.com,47ddab22-65a3-4b4a-a645-a13f0eb8569a,John,Wright,John Wright,,Detroit,2023-10-20,901.41,2024-08-04,1.0,0.0,0.0,True,286.0,1
emma.sullivan88@yahoo.com,cd683392-29e3-4440-bac3-9cb7fe0dfc5b,,,,,,,313.86,2023-08-23,1.0,0.0,0.0,True,633.0,0
james.perez@yahoo.com,89c031e8-9cc1-4c3e-83dc-975178c340e0,James,Perez,James Perez,,Virginia Beach,2023-07-02,0.0,,0.0,0.0,0.0,False,,0
dawn_md43@yahoo.com,6c0d5afe-3d00-48be-9381-ed4c44ed1ee7,Dawn,Banks,Dawn Banks Md,,Fresno,2024-07-02,527.19,2024-10-30,1.0,0.0,0.0,True,199.0,0
brandon.hughes29@hotmail.com,793d7819-4c5a-499d-9cbe-9e6eea857b8d,,,,,,,0.0,,0.0,875.0,1.0,False,,2
gina.gonzalez95@hotmail.com,d37a1a50-3bde-4c17-99a2-e7537ac6b1b8,,,,,,,46.47,2023-07-21,1.0,233.0,1.0,False,666.0,0
ryan@carlson.com,98af0b31-1e9a-4729-931d-19bb1db87036,Ryan,Kent,Ryan Kent,+18066134913,Arlington,2025-04-28,368.28,2025-02-18,1.0,0.0,0.0,True,88.0,0
sarahbishop@example.net,4d86a7d3-d1e8-4a40-9923-b4f712b99f90,Christopher,Foley,Christopher Foley,+16233029034,Columbus,2023-07-18,0.0,,0.0,1116.0,2.0,False,,2
zachary.dominguez@hotmail.com,15f056da-87d4-4478-819e-22ea8fcfcd4f,Zachary,Dominguez,Zachary Dominguez,+18729764340,UT,2023-01-25,0.0,,0.0,0.0,0.0,False,,0
shannon_moreno@hotmail.com,9f149030-9d57-466e-a563-e7e765f504a8,Shannon,Moreno,Shannon Moreno,,Indianapolis,2025-04-24,0.0,,0.0,0.0,0.0,False,,0
michael.gardner@hotmail.com,fa71b3f6-c86e-481d-b0ec-25288b7a0502,Michael,Gardner,Michael Gardner,,Nashville,2024-07-17,0.0,,0.0,0.0,0.0,False,,0
jared.diaz32@gmail.com,7e49d28f-f541-4827-a8e9-de773e7c3f52,,,,,,,0.0,,0.0,1145.0,3.0,False,,2
william.thomas67@hotmail.com,46a5759f-20cf-4f5d-b37e-fc2e05c5449a,,,,,,,131.73,2023-08-10,1.0,880.0,2.0,True,646.0,0
lindsey.hartman85@gmail.com,39a77c90-483c-4bc2-a4b3-a4187fa552fc,,,,,,,234.56,2024-08-29,1.0,0.0,0.0,True,261.0,0
christy.maynard@hotmail.com,04652256-0a13-4977-b54a-d093e75c3f54,Christy,Maynard,Christy Maynard,,Long Beach,2024-11-18,0.0,,0.0,0.0,0.0,False,,0
dana.anderson1@hotmail.com,761f4983-a4cb-47e5-9281-198b77c9075c,,,,,,,214.53,2024-09-11,1.0,1189.0,4.0,True,248.0,2
kristine17@example.com,79b0d181-f66f-4ad0-aa83-98eb6564fe7b,Laura,Lopez,Laura Lopez,,Indianapolis,2022-11-19,0.0,,0.0,0.0,0.0,False,,0
mdvm@yahoo.com,68321a7e-557d-4117-93f1-52b2d0bef30c,Morgan,Freeman,Morgan Freeman Dvm,+14167237813,Virginia Beach,2023-03-13,1142.9,2024-09-21,1.0,432.0,2.0,True,238.0,1
cbrown@yahoo.com,39386ec9-2af8-4c78-bee8-1fcb54d5bf2f,Connie,Brown,Connie Brown,,Indianapolis,2024-05-19,0.0,,0.0,0.0,0.0,False,,0
kevin_patel@gmail.com,8e5daff6-c9c3-4696-bb14-40f7550b1ad8,Kevin,Patel,Kevin Patel,,New York,2024-06-05,0.0,,0.0,619.0,3.0,False,,0
jason.fischer32@yahoo.com,9551a23f-314c-461a-9fad-64eba98b3af3,,,,,,,267.86,2025-02-04,1.0,0.0,0.0,True,102.0,0
james@frye.com,f1aa136d-343c-4859-98e3-18e2b26c62d5,James,Terry,James Terry,,Indianapolis,2023-10-29,313.29,2023-10-05,1.0,0.0,0.0,True,590.0,0
katie29@example.net,554a8633-f20a-4608-94eb-af8f85640215,Daniel,Grant,Daniel Grant,,Columbus,2023-12-08,0.0,,0.0,0.0,0.0,False,,0
corey90@example.net,be31bfaa-bcd9-42f6-97e6-210816273b78,Elizabeth,Wall,Elizabeth Wall,+14704052734,Atlanta,2023-08-26,190.07,2025-03-17,1.0,0.0,0.0,True,61.0,0
mcurtis@gmail.com,080bb483-7be6-44d2-acfc-dac2673acb3e,Marc,Curtis,Marc Curtis,+16783768870,Los Angeles,2022-12-19,0.0,,0.0,0.0,0.0,False,,0
tonya.dawson@hotmail.com,f9e16697-d926-4490-9ffe-1d57894cf926,Tonya,Dawson,Tonya Dawson,,Baltimore,2022-08-09,37.4,2024-08-03,1.0,0.0,0.0,False,287.0,0
julie.shelton@gmail.com,2ff56d8a-d6c0-435e-ad06-2d066aee5bd6,Julie,Shelton,Julie Shelton,,Albuquerque,2022-05-19,69.55,2024-06-15,2.0,139.0,2.0,False,336.0,0
mark_md@hotmail.com,bb30db34-c890-45ed-aff2-768d27190d69,Mark,Olson,Mark Olson Md,+13125694910,Mesa,2024-08-13,1201.4199999999998,2025-05-12,2.0,0.0,0.0,True,5.0,1
marissamaddox@example.org,791ad9e2-05d1-4be3-9551-27386a6dce80,Jason,Ryan,Jason Ryan,+14307675117,Brendashire,2024-11-20,214.45,2024-10-30,1.0,0.0,0.0,True,199.0,0
corey@taylor.info,0978a745-4467-471c-930e-45cd046d4a6e,Corey,Garcia,Corey Garcia,+19008356567,El Paso,2022-05-24,0.0,,0.0,0.0,0.0,False,,0
isaac84@example.org,4236597a-f9e4-40a8-9d41-13cb86b00560,Steven,Sanders,Steven Sanders Jr.,+19496806889,Phoenix,2024-08-04,113.0,2023-11-26,1.0,0.0,0.0,True,538.0,0
jbailey@hotmail.com,1d630f1d-4053-4c9e-bfd4-2d65b08ff4d7,John,Bailey,John Bailey,,Columbus,2023-12-07,593.06,2024-06-24,2.0,0.0,0.0,True,327.0,1
jennifer.ponce7@hotmail.com,37791245-bf73-48d3-8577-55966f82570d,,,,,,,48.84,2024-06-01,1.0,0.0,0.0,False,350.0,0
calvin33@example.com,eb6080c2-8f5d-4404-bb23-c3e93708682f,Kristina,Frederick,Kristina Frederick,,Albuquerque,2023-09-22,0.0,,0.0,693.0,4.0,False,,0
hailey_brown1@hotmail.com,bfd19e90-e3c5-49ca-bca1-1861136bc9a8,Hailey,Brown,Hailey Brown,,Omaha,2025-01-02,83.3,2025-01-09,1.0,0.0,0.0,False,128.0,0
jwalker@gmail.com,d6e58571-0f5f-4180-ae3e-b9e75ef4acd0,Jennifer,Walker,Jennifer Walker,,Columbus,2025-01-14,39.23,2024-08-20,1.0,0.0,0.0,False,270.0,0
mathew.harris@hotmail.com,5ed04059-1cbd-49d5-9d15-578116c1cace,Mathew,Harris,Mathew Harris,+17038568914,Charlotte,2025-02-25,0.0,,0.0,0.0,0.0,False,,0
megan.kennedy@gmail.com,dc0783ba-aaae-45d3-b970-0602fa91b841,Megan,Kennedy,Megan Kennedy,+14038615269,Fresno,2025-05-09,966.65,2024-01-24,1.0,0.0,0.0,True,479.0,1
joshua.flores@gmail.com,24c54db2-1934-4fe1-955f-b4b35cc5cb02,Joshua,Flores,Joshua Flores,+17098215782,San Diego,2023-09-02,0.0,,0.0,1496.0,3.0,False,,2
anna.johnson17@yahoo.com,bbcbda4a-3374-4759-a151-c1cb54951368,,,,,,,0.0,,0.0,4135.0,12.0,False,,2
monique_howell@yahoo.com,1b81aacf-a21b-49eb-9fc8-670e58211a71,Monique,Howell,Monique Howell,+16286636916,Fresno,2024-06-21,0.0,,0.0,0.0,0.0,False,,0
sean@kelly-king.com,bf50f267-e9e5-4db9-b7d1-5f60baed1b6d,Sean,Diaz,Sean Diaz,,Columbus,2024-11-15,0.0,,0.0,1250.0,3.0,False,,2
albert@lopez-lewis.net,6f3ed276-3932-4fd8-9dd6-716b4fae2be6,Albert,Anderson,Albert Anderson,,Colorado Springs,2022-08-29,0.0,,0.0,0.0,0.0,False,,0
timothy.berg69@hotmail.com,13262073-5957-4e33-93c5-96edbd400200,,,,,,,382.34,2025-04-05,1.0,0.0,0.0,True,42.0,0
jennifer.mckinney@yahoo.com,e37f5d3c-e9cf-416e-a111-c1b7630a717f,Jennifer,Mckinney,Jennifer Mckinney,+18067452097,Houston,2025-04-01,0.0,,0.0,0.0,0.0,False,,0
afrank@gmail.com,39f82fe7-e082-44bd-a496-13177da183fb,Alisha,Frank,Alisha Frank,+19018522542,,2024-02-15,0.0,,0.0,638.0,3.0,False,,0
taylor_adkins26@gmail.com,16b33f1d-4581-4d5d-b7de-2e400d17ac86,Taylor,Adkins,Taylor Adkins,,New York,2024-04-30,0.0,,0.0,0.0,0.0,False,,0
javier_lewis@gmail.com,df6b7d53-882b-4cd4-9c36-fcfbb60b1731,Javier,Lewis,Javier Lewis,+13032209057,Albuquerque,2023-08-21,301.79,2023-12-11,1.0,0.0,0.0,True,523.0,0
gregory@dillon.net,cabc792f-72dc-4cc6-99fe-e22fdbe3a04a,Gregory,Stephens,Gregory Stephens,,Dallas,2022-09-06,566.35,2024-01-03,1.0,2102.0,4.0,True,500.0,2
robert@kelley-townsend.org,9ca65930-c291-4df4-8d7d-9efe07a37a6f,Robert,Bass,Robert Bass,,Columbus,2023-03-22,0.0,,0.0,455.0,2.0,False,,0
christina.tran@gmail.com,47902ad7-7e86-4e72-bf5e-14478253d20d,Christina,Tran,Christina Tran,+15793861216,Tampa,2024-09-28,0.0,,0.0,0.0,0.0,False,,0
linda.kaufman98@hotmail.com,14a83df8-8e6e-4f91-9d9f-14533ae3682f,,,,,,,247.6,2025-04-06,1.0,316.0,1.0,True,41.0,0
dennis.flores37@hotmail.com,c738589b-8fba-4289-9d1b-081d5ada104b,,,,,,,311.26,2025-04-16,1.0,0.0,0.0,True,31.0,0
lisa.moss@hotmail.com,54eadb41-3a3e-4d0e-b747-34dc42530fc5,Lisa,Moss,Lisa Moss,,Tulsa,2022-09-08,97.47,2025-03-24,1.0,1011.0,2.0,False,54.0,2
david_hill35@gmail.com,ebab5c23-9975-49b9-9bb3-d548b4e0985a,David,Hill,David Hill,+13414144810,,2025-02-11,0.0,,0.0,0.0,0.0,False,,0
kristina.ferguson25@gmail.com,23af67b6-ac47-4fdb-aef3-f7204103f4ea,,,,,,,256.05,2025-03-11,1.0,1166.0,3.0,True,67.0,2
ana.watkins97@hotmail.com,3daed58b-0e09-4c62-90b6-03968e0d3f3d,,,,,,,0.0,,0.0,541.0,1.0,False,,0
joel_jacobs21@gmail.com,717cf7f1-2ffa-49d3-8819-dea04ab8db43,Joel,Jacobs,Joel Jacobs,,Raleigh,2022-05-24,0.0,,0.0,0.0,0.0,False,,0
randall.shepard69@hotmail.com,c609d7f6-dcc8-4b57-b102-add182145d3b,,,,,,,0.0,,0.0,527.0,2.0,False,,0
leroy.ii94@hotmail.com,6974691b-0145-47dd-a4ad-48a7f097121f,,,,,,,0.0,,0.0,1796.0,5.0,False,,2
rmiller@yahoo.com,99bac10f-a8a9-46ce-8c11-231fecdbc1fb,Robert,Miller,Robert Miller,,Nashville,2024-10-04,87.99,2024-04-06,1.0,2663.0,5.0,False,406.0,2
sara.snyder@gmail.com,4145f4e4-3505-4dee-b1ea-bf8ae62a028b,Sara,Snyder,Sara Snyder,+19104522352,Los Angeles,2024-02-16,0.0,,0.0,0.0,0.0,False,,0
frank@terry.com,a469787e-8e21-442d-95f0-76877b8f3d1e,Frank,Luna,Frank Luna,,San Jose,2023-02-11,18.31,2024-04-10,1.0,0.0,0.0,False,402.0,0
miss.phd@yahoo.com,335831d2-6891-453d-831d-6cc5788b5d5c,Julie,Johnson,Miss Julie Johnson Phd,,Oakland,2024-01-12,1263.3,2024-10-25,2.0,0.0,0.0,True,204.0,1
miss.phd@yahoo.com,335831d2-6891-453d-831d-6cc5788b5d5c,Elizabeth,Johnson,Miss Elizabeth Johnson Phd,,Atlanta,2023-05-16,1263.3,2024-10-25,2.0,0.0,0.0,True,204.0,1
justin@spencer.com,ede5813a-49fc-4ff4-8ca9-52f756f2f54c,Justin,Ross,Justin Ross,+12832277293,Albuquerque,2024-02-05,188.46,2024-12-23,1.0,501.0,1.0,True,145.0,0
joseph.harrison@hotmail.com,594fdcaf-8aeb-44fb-aa81-9bc2517d00ce,Joseph,Harrison,Joseph Harrison,,Tucson,2024-04-27,114.3,2023-10-07,1.0,505.0,2.0,True,588.0,0
janice.maxwell@gmail.com,65a5b9aa-9269-49d8-9818-53ed31f81a68,Janice,Maxwell,Janice Maxwell,+17869141006,New York,2022-10-27,57.9,2024-11-02,1.0,424.0,2.0,False,196.0,0
tanya_herring@yahoo.com,3524bdd4-a481-4004-937f-6b133aff75c7,Tanya,Herring,Tanya Herring,,Omaha,2023-04-28,29.18,2025-03-31,1.0,1428.0,3.0,False,47.0,2
rodriguezmargaret@example.com,7450e8b8-0fa9-435d-bbbe-18fc726d4123,Alison,Morgan,Alison Morgan,,San Jose,2024-01-19,300.01,2024-03-11,1.0,0.0,0.0,True,432.0,0
christopher.vazquez@hotmail.com,5ca7317d-9bf9-40b4-a917-585afc33694d,Christopher,Vazquez,Christopher Vazquez,+13033016027,Chicago,2025-03-31,370.63,2024-10-09,2.0,0.0,0.0,True,220.0,1
jessica.stark87@gmail.com,8cf8c736-c4cf-4c55-bc81-ebbdcc6da4da,,,,,,,334.96,2024-04-09,1.0,0.0,0.0,True,403.0,0
thenderson@yahoo.com,a821b9db-9054-450a-b095-66a6ea2cc3fd,Teresa,Henderson,Teresa Henderson,+15313368873,Philadelphia,2023-12-08,1535.73,2024-08-18,1.0,0.0,0.0,True,272.0,1
melliott@gmail.com,863fb80a-dcb9-4fec-a231-07a340b3ffc5,Margaret,Elliott,Margaret Elliott,+19005817234,Kans,2025-03-02,331.62,2023-06-06,1.0,0.0,0.0,True,711.0,0
olivia@hebert.com,c2a53115-7a60-4edd-90bb-5df8ec9717b8,Olivia,Rogers,Olivia Rogers,,Tucson,2024-10-18,270.35,2024-10-10,1.0,0.0,0.0,True,219.0,0
kbruce@yahoo.com,a5c0537b-d902-4a2a-b506-ad8ff9d29d86,Kevin,Bruce,Kevin Bruce,+15395147255,Houston,2023-02-10,0.0,,0.0,0.0,0.0,False,,0
kbruce@yahoo.com,a5c0537b-d902-4a2a-b506-ad8ff9d29d86,Erica,Thomas,Erica Thomas,+18635515731,Memphis,2024-08-06,0.0,,0.0,0.0,0.0,False,,0
joseph.bolton@hotmail.com,aab91049-dedb-41dd-8b9f-3173b9b21814,Joseph,Bolton,Joseph Bolton,,Albuquerque,2023-06-21,402.01,2024-01-13,3.0,0.0,0.0,True,490.0,1
susan.oconnor@gmail.com,fd83afa1-44bc-4f57-89d3-f19c76a64e15,Susan,Oconnor,Susan Oconnor,,Seattle,2022-08-29,0.0,,0.0,68.0,1.0,False,,0
cgreen@yahoo.com,c1cc40b3-7299-447a-93a0-c3666e5181d5,Christopher,Green,Christopher Green,,Omaha,2022-10-16,0.0,,0.0,459.0,2.0,False,,0
